Posting Date,Container No,Glue,Merge No,Lusture,Pulp,Lot No,Grade,FSC,Supplier,Item,ID (Batches),Cone (Batches),Batch ID (Batches),Warehouse (Batches),Supplier Batch No (Batches),Item (Batches),Batch Quantity (Batches),Batch Uom (Batches),Box No
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3831,10,6166062831,NULL,,150D/48F,34,Nos,3831
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3830,10,6166062830,NULL,,150D/48F,34,Nos,3830
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3829,10,6166062829,NULL,,150D/48F,34,Nos,3829
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3828,10,6166062828,NULL,,150D/48F,34,Nos,3828
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3827,10,6166062827,NULL,,150D/48F,34,Nos,3827
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3826,10,6166062826,NULL,,150D/48F,34,Nos,3826
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3835,10,6166062835,NULL,,150D/48F,34,Nos,3835
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3851,10,6166062851,NULL,,150D/48F,34,Nos,3851
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3860,10,6166062860,NULL,,150D/48F,34,Nos,3860
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3901,10,6166062901,NULL,,150D/48F,34,Nos,3901
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3859,10,6166062859,NULL,,150D/48F,34,Nos,3859
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3858,10,6166062858,NULL,,150D/48F,34,Nos,3858
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3857,10,6166062857,NULL,,150D/48F,34,Nos,3857
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3856,10,6166062856,NULL,,150D/48F,34,Nos,3856
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3841,10,6166062841,NULL,,150D/48F,34,Nos,3841
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3853,10,6166062853,NULL,,150D/48F,34,Nos,3853
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3897,10,6166062897,NULL,,150D/48F,34,Nos,3897
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3850,10,6166062850,NULL,,150D/48F,34,Nos,3850
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3849,10,6166062849,NULL,,150D/48F,34,Nos,3849
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3848,10,6166062848,NULL,,150D/48F,34,Nos,3848
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3847,10,6166062847,NULL,,150D/48F,34,Nos,3847
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3846,10,6166062846,NULL,,150D/48F,34,Nos,3846
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3845,10,6166062845,NULL,,150D/48F,34,Nos,3845
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3844,10,6166062844,NULL,,150D/48F,34,Nos,3844
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3855,10,6166062855,NULL,,150D/48F,34,Nos,3855
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3942,10,6166062942,NULL,,150D/48F,34,Nos,3942
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3934,10,6166062934,NULL,,150D/48F,34,Nos,3934
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3949,10,6166062949,NULL,,150D/48F,34,Nos,3949
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3948,10,6166062948,NULL,,150D/48F,34,Nos,3948
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3947,10,6166062947,NULL,,150D/48F,34,Nos,3947
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3946,10,6166062946,NULL,,150D/48F,34,Nos,3946
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3945,10,6166062945,NULL,,150D/48F,34,Nos,3945
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3951,10,6166062951,NULL,,150D/48F,34,Nos,3951
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3943,10,6166062943,NULL,,150D/48F,34,Nos,3943
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3952,10,6166062952,NULL,,150D/48F,34,Nos,3952
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3941,10,6166062941,NULL,,150D/48F,34,Nos,3941
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3940,10,6166062940,NULL,,150D/48F,34,Nos,3940
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3939,10,6166062939,NULL,,150D/48F,34,Nos,3939
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3938,10,6166062938,NULL,,150D/48F,34,Nos,3938
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3937,10,6166062937,NULL,,150D/48F,34,Nos,3937
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3936,10,6166062936,NULL,,150D/48F,34,Nos,3936
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3899,10,6166062899,NULL,,150D/48F,34,Nos,3899
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3944,10,6166062944,NULL,,150D/48F,34,Nos,3944
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3960,10,6166062960,NULL,,150D/48F,34,Nos,3960
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3968,10,6166062968,NULL,,150D/48F,34,Nos,3968
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3967,10,6166062967,NULL,,150D/48F,34,Nos,3967
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3966,10,6166062966,NULL,,150D/48F,34,Nos,3966
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3965,10,6166062965,NULL,,150D/48F,34,Nos,3965
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3964,10,6166062964,NULL,,150D/48F,34,Nos,3964
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3963,10,6166062963,NULL,,150D/48F,34,Nos,3963
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3950,10,6166062950,NULL,,150D/48F,34,Nos,3950
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3961,10,6166062961,NULL,,150D/48F,34,Nos,3961
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3933,10,6166062933,NULL,,150D/48F,34,Nos,3933
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3959,10,6166062959,NULL,,150D/48F,34,Nos,3959
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3958,10,6166062958,NULL,,150D/48F,34,Nos,3958
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3957,10,6166062957,NULL,,150D/48F,34,Nos,3957
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3956,10,6166062956,NULL,,150D/48F,34,Nos,3956
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3955,10,6166062955,NULL,,150D/48F,34,Nos,3955
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3954,10,6166062954,NULL,,150D/48F,34,Nos,3954
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3953,10,6166062953,NULL,,150D/48F,34,Nos,3953
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3962,10,6166062962,NULL,,150D/48F,34,Nos,3962
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3906,10,6166062906,NULL,,150D/48F,34,Nos,3906
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3935,10,6166062935,NULL,,150D/48F,34,Nos,3935
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3913,10,6166062913,NULL,,150D/48F,34,Nos,3913
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3912,10,6166062912,NULL,,150D/48F,34,Nos,3912
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3911,10,6166062911,NULL,,150D/48F,34,Nos,3911
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3910,10,6166062910,NULL,,150D/48F,34,Nos,3910
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3909,10,6166062909,NULL,,150D/48F,34,Nos,3909
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3915,10,6166062915,NULL,,150D/48F,34,Nos,3915
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3907,10,6166062907,NULL,,150D/48F,34,Nos,3907
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3916,10,6166062916,NULL,,150D/48F,34,Nos,3916
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3905,10,6166062905,NULL,,150D/48F,34,Nos,3905
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3904,10,6166062904,NULL,,150D/48F,34,Nos,3904
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3903,10,6166062903,NULL,,150D/48F,34,Nos,3903
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3902,10,6166062902,NULL,,150D/48F,34,Nos,3902
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3852,10,6166062852,NULL,,150D/48F,34,Nos,3852
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3900,10,6166062900,NULL,,150D/48F,34,Nos,3900
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3825,10,6166062825,NULL,,150D/48F,34,Nos,3825
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3908,10,6166062908,NULL,,150D/48F,34,Nos,3908
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3924,10,6166062924,NULL,,150D/48F,34,Nos,3924
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3932,10,6166062932,NULL,,150D/48F,34,Nos,3932
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3931,10,6166062931,NULL,,150D/48F,34,Nos,3931
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3930,10,6166062930,NULL,,150D/48F,34,Nos,3930
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3929,10,6166062929,NULL,,150D/48F,34,Nos,3929
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3928,10,6166062928,NULL,,150D/48F,34,Nos,3928
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3927,10,6166062927,NULL,,150D/48F,34,Nos,3927
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3914,10,6166062914,NULL,,150D/48F,34,Nos,3914
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3925,10,6166062925,NULL,,150D/48F,34,Nos,3925
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3898,10,6166062898,NULL,,150D/48F,34,Nos,3898
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3923,10,6166062923,NULL,,150D/48F,34,Nos,3923
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3922,10,6166062922,NULL,,150D/48F,34,Nos,3922
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3921,10,6166062921,NULL,,150D/48F,34,Nos,3921
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3920,10,6166062920,NULL,,150D/48F,34,Nos,3920
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3919,10,6166062919,NULL,,150D/48F,34,Nos,3919
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3918,10,6166062918,NULL,,150D/48F,34,Nos,3918
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3917,10,6166062917,NULL,,150D/48F,34,Nos,3917
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3926,10,6166062926,NULL,,150D/48F,34,Nos,3926
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3798,10,6166062798,NULL,,150D/48F,34,Nos,3798
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3816,10,6166062816,NULL,,150D/48F,34,Nos,3816
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3815,10,6166062815,NULL,,150D/48F,34,Nos,3815
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3814,10,6166062814,NULL,,150D/48F,34,Nos,3814
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3813,10,6166062813,NULL,,150D/48F,34,Nos,3813
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3812,10,6166062812,NULL,,150D/48F,34,Nos,3812
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3811,10,6166062811,NULL,,150D/48F,34,Nos,3811
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3788,10,6166062788,NULL,,150D/48F,34,Nos,3788
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3790,10,6166062790,NULL,,150D/48F,34,Nos,3790
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3791,10,6166062791,NULL,,150D/48F,34,Nos,3791
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3792,10,6166062792,NULL,,150D/48F,34,Nos,3792
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3793,10,6166062793,NULL,,150D/48F,34,Nos,3793
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3794,10,6166062794,NULL,,150D/48F,34,Nos,3794
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3795,10,6166062795,NULL,,150D/48F,34,Nos,3795
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3817,10,6166062817,NULL,,150D/48F,34,Nos,3817
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3809,10,6166062809,NULL,,150D/48F,34,Nos,3809
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3770,10,6166062770,NULL,,150D/48F,34,Nos,3770
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3808,10,6166062808,NULL,,150D/48F,34,Nos,3808
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3807,10,6166062807,NULL,,150D/48F,34,Nos,3807
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3806,10,6166062806,NULL,,150D/48F,34,Nos,3806
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3805,10,6166062805,NULL,,150D/48F,34,Nos,3805
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3796,10,6166062796,NULL,,150D/48F,34,Nos,3796
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3803,10,6166062803,NULL,,150D/48F,34,Nos,3803
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3797,10,6166062797,NULL,,150D/48F,34,Nos,3797
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3810,10,6166062810,NULL,,150D/48F,34,Nos,3810
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3802,10,6166062802,NULL,,150D/48F,34,Nos,3802
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3801,10,6166062801,NULL,,150D/48F,34,Nos,3801
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3800,10,6166062800,NULL,,150D/48F,34,Nos,3800
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3799,10,6166062799,NULL,,150D/48F,34,Nos,3799
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3787,10,6166062787,NULL,,150D/48F,34,Nos,3787
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3804,10,6166062804,NULL,,150D/48F,34,Nos,3804
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3789,10,6166062789,NULL,,150D/48F,34,Nos,3789
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3779,10,6166062779,NULL,,150D/48F,34,Nos,3779
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3778,10,6166062778,NULL,,150D/48F,34,Nos,3778
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3777,10,6166062777,NULL,,150D/48F,34,Nos,3777
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3776,10,6166062776,NULL,,150D/48F,34,Nos,3776
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3775,10,6166062775,NULL,,150D/48F,34,Nos,3775
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3774,10,6166062774,NULL,,150D/48F,34,Nos,3774
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3780,10,6166062780,NULL,,150D/48F,34,Nos,3780
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3772,10,6166062772,NULL,,150D/48F,34,Nos,3772
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3773,10,6166062773,NULL,,150D/48F,34,Nos,3773
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3764,10,6166062764,NULL,,150D/48F,34,Nos,3764
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3765,10,6166062765,NULL,,150D/48F,34,Nos,3765
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3766,10,6166062766,NULL,,150D/48F,34,Nos,3766
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3767,10,6166062767,NULL,,150D/48F,34,Nos,3767
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3768,10,6166062768,NULL,,150D/48F,34,Nos,3768
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3769,10,6166062769,NULL,,150D/48F,34,Nos,3769
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3818,10,6166062818,NULL,,150D/48F,34,Nos,3818
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3824,10,6166062824,NULL,,150D/48F,34,Nos,3824
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3771,10,6166062771,NULL,,150D/48F,34,Nos,3771
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3781,10,6166062781,NULL,,150D/48F,34,Nos,3781
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3820,10,6166062820,NULL,,150D/48F,34,Nos,3820
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3821,10,6166062821,NULL,,150D/48F,34,Nos,3821
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3819,10,6166062819,NULL,,150D/48F,34,Nos,3819
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3823,10,6166062823,NULL,,150D/48F,34,Nos,3823
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3784,10,6166062784,NULL,,150D/48F,34,Nos,3784
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3782,10,6166062782,NULL,,150D/48F,34,Nos,3782
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3822,10,6166062822,NULL,,150D/48F,34,Nos,3822
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3783,10,6166062783,NULL,,150D/48F,34,Nos,3783
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3854,10,6166062854,NULL,,150D/48F,34,Nos,3854
